,v,vw,o,c,h,l,t,n
290,68826442.0,147.6384,147.77,146.63,150.9199,145.77,1670216400000,586791
291,64727186.0,143.7902,147.075,142.91,147.3,141.92,1670302800000,537304
292,69721094.0,141.1601,142.19,140.94,143.37,140.0,1670389200000,565392
293,62128338.0,142.5153,142.36,142.65,143.52,141.1,1670475600000,456121
294,76084511.0,143.2204,142.34,142.16,145.57,140.9,1670562000000,530236
295,70462654.0,143.0063,142.7,144.49,144.5,141.06,1670821200000,492710
296,93486161.0,146.5933,149.5,145.47,149.9692,144.24,1670907600000,706525
297,82211182.0,144.2495,145.35,143.21,146.655,141.16,1670994000000,597870
298,98463907.0,137.6359,141.11,136.5,141.8,136.025,1671080400000,879346
299,160063600.0,134.9476,136.685,134.51,137.65,133.73,1671166800000,821076
300,79592614.0,132.4667,135.11,132.37,135.2,131.32,1671426000000,705820
301,77430718.0,131.8489,131.39,132.3,133.25,129.89,1671512400000,640693
302,85927993.0,135.315,132.98,135.45,136.81,132.75,1671598800000,588684
303,77696108.0,131.8997,134.352,132.23,134.56,130.3,1671685200000,643294
304,63802893.0,131.1521,130.92,131.86,132.415,129.64,1671771600000,541274
305,69007830.0,129.9522,131.38,130.03,131.41,128.72,1672117200000,608331
306,85438391.0,127.5918,129.67,126.04,131.0275,125.87,1672203600000,762246
307,75501810.0,129.4879,127.99,129.61,130.4814,127.73,1672290000000,598204
308,76204209.0,128.8013,128.41,129.93,129.95,127.43,1672376400000,592655
309,112117471.0,125.725,130.28,125.07,130.9,124.17,1672722000000,1021065
310,89100633.0,126.6464,126.89,126.36,128.6557,125.08,1672808400000,770042
311,80716808.0,126.0883,127.13,125.02,127.77,124.76,1672894800000,665458
312,87754715.0,128.1982,126.01,129.62,130.29,124.89,1672981200000,711520
313,70790813.0,131.6292,130.465,130.15,133.41,129.89,1673240400000,645365
314,63896155.0,129.822,130.26,130.73,131.2636,128.12,1673326800000,554940
315,69458949.0,132.3081,131.25,133.49,133.51,130.46,1673413200000,561278
316,71379648.0,133.171,133.88,133.41,134.26,131.44,1673499600000,635331
317,57809719.0,133.6773,132.03,134.76,134.92,131.66,1673586000000,537385
318,63612627.0,135.7587,134.83,135.94,137.29,134.13,1673931600000,595831
319,69672800.0,136.3316,136.815,135.21,138.61,135.03,1674018000000,578304
320,58280413.0,134.9653,134.08,135.27,136.25,133.77,1674104400000,491674
321,80200655.0,136.3762,135.28,137.87,138.02,134.22,1674190800000,552230
322,81760313.0,141.2116,138.12,141.11,143.315,137.9,1674450000000,719288
323,66435142.0,142.0507,140.305,142.53,143.16,140.3,1674536400000,498679
324,65799349.0,140.7526,140.89,141.86,142.43,138.81,1674622800000,536505
325,54105068.0,143.3429,143.17,143.96,144.25,141.9,1674709200000,472135
326,70547743.0,145.8365,143.155,145.93,147.23,143.08,1674795600000,560022
327,64015274.0,143.6524,144.955,143.0,145.55,142.85,1675054800000,551111
328,65874459.0,143.6473,142.7,144.29,144.34,142.28,1675141200000,468170
329,77663426.0,143.8723,143.97,145.43,146.61,141.32,1675227600000,693374
330,118338980.0,149.3764,148.9,150.82,151.18,148.17,1675314000000,996203
331,154338835.0,154.2437,148.03,154.5,157.38,147.83,1675400400000,1141350
332,69771906.0,152.0939,152.575,151.73,153.1,150.78,1675659600000,583517
333,83322551.0,153.4202,150.64,154.65,155.23,150.64,1675746000000,661767
334,63620079.0,152.3636,153.88,151.92,154.58,151.168,1675832400000,524140
335,55994243.0,152.2769,153.775,150.87,154.33,150.42,1675918800000,471973
336,57388108.0,150.4054,149.46,151.01,151.3401,149.22,1676005200000,443405
337,62199013.0,153.231,150.952,153.85,154.26,150.92,1676264400000,506668
338,61664023.0,152.5956,152.12,153.2,153.77,150.86,1676350800000,528566
339,65665252.0,154.4536,153.11,155.33,155.5,152.88,1676437200000,520574
340,68167942.0,154.7143,153.51,153.71,156.33,153.3475,1676523600000,516187
341,59105618.0,152.0451,152.35,152.55,153.0,150.85,1676610000000,468580
342,58217230.0,149.3501,150.2,148.48,151.3,148.405,1676955600000,509342
343,51008155.0,148.5494,148.87,148.91,149.95,147.16,1677042000000,429775
344,48392049.0,148.8407,150.09,149.4,150.34,147.24,1677128400000,425159
345,55469606.0,146.3861,147.11,146.71,147.19,145.7202,1677214800000,472221
346,44998470.0,148.1344,147.71,147.92,149.17,147.45,1677474000000,418069
347,50546998.0,147.7996,147.05,147.41,149.08,146.83,1677560400000,383779
348,55478991.0,145.868,146.83,145.31,147.2285,145.01,1677646800000,461613
349,52279761.0,145.1652,144.38,145.91,146.71,143.9,1677733200000,413238
350,70725339.0,150.0304,148.045,151.03,151.11,147.33,1677819600000,558706
351,87558028.0,154.6895,153.785,153.83,156.3,153.46,1678078800000,691990
352,56136378.0,152.2768,153.7,151.6,154.0299,151.13,1678165200000,496631
353,47204791.0,152.6973,152.81,152.87,153.47,151.83,1678251600000,405203
354,53833122.0,152.4689,153.559,150.59,154.535,150.225,1678338000000,480909
355,68559600.0,149.0716,150.21,148.5,150.94,147.6096,1678424400000,611457
356,84457122.0,151.1835,147.805,150.47,153.14,147.7,1678680000000,760660
357,72045893.0,152.1061,151.28,152.59,153.4,150.1,1678766400000,565196
358,77167866.0,151.7861,151.19,152.99,153.245,149.92,1678852800000,703116
359,76206919.0,154.813,152.16,155.85,156.46,151.64,1678939200000,676097
360,98944633.0,155.3402,156.08,155.0,156.74,154.28,1679025600000,615778
361,72711415.0,156.6059,155.07,157.4,157.82,154.15,1679284800000,628984
362,73938285.0,158.3406,157.32,159.28,159.4,156.54,1679371200000,590982
363,75349311.0,159.6832,159.3,157.83,162.14,157.81,1679457600000,656865
