Unnamed: 0,v,vw,o,c,h,l,t,n,SMA_10,EMA_10,Price_RoC,RSI,MACD,Bollinger_High,Bollinger_Low,Bollinger_Mid
28,129721540.0,166.6494,165.001,168.6215,168.741,163.666,1635480000000,340476,169.9222,168.0657963757241,-1.073328991909696,51.194991841077815,0.9729559453504919,174.81479941469357,158.86055058530647,166.83767500000002
29,72177580.0,166.2482,168.09,165.9055,168.793,164.601,1635739200000,232568,169.27905,167.8694057961128,-3.7319322026030397,44.5057347424843,0.6697972630323648,174.41080890130863,159.90619109869138,167.1585
30,52551800.0,165.2067,165.7505,165.6375,166.5558,164.1775,1635825600000,168205,168.62205,167.66650526919346,-3.8151648447367394,43.87716783006445,0.40326784226422774,174.12474865084874,160.65100134915122,167.38787499999998
31,67943780.0,167.5606,165.45,169.2,169.746,164.876,1635912000000,189953,168.46675,167.80591388108496,-0.9095008579644267,53.563744173836014,0.47404088477051687,174.17311774986962,161.21258225013037,167.69285
32,107050400.0,172.9525,168.5,173.85,174.9313,168.25,1635998400000,266929,168.6767,168.35537625553178,1.2224127440677066,62.86034463028663,0.8950278453122564,175.02069967473167,161.23785032526834,168.129275
33,99839020.0,176.4941,173.85,175.9495,178.3125,173.849,1636084800000,248626,169.59390000000002,169.04575114139254,5.499542804035315,66.25003986062868,1.3821426680123352,176.16581068814082,161.24458931185922,168.70520000000002
34,61479840.0,175.9657,176.162,174.449,178.95,174.393,1636347600000,194048,170.43695,169.53695558308414,5.078048530736047,61.77292188753992,1.6283364160763654,176.56584298020056,162.0579570197994,169.31189999999998
35,85898440.0,177.8186,175.7625,178.8115,179.6885,175.0713,1636434000000,232272,171.43775,170.38009598462193,5.928787021596104,68.62280864053226,2.150672413379226,177.77064607542633,162.49765392457368,170.13415
36,80547380.0,176.976,178.1935,174.1025,180.2725,173.1545,1636520400000,236741,171.88555000000002,170.71849634965628,2.6399488281468657,56.483714539194416,2.1597542071249904,177.94145221266407,163.31569778733595,170.628575
37,44888120.0,175.0853,175.65,173.625,177.162,173.3735,1636606800000,139744,172.0152,170.98272395423297,0.7523421836782708,55.379959750798854,2.104165820947145,178.00112812817352,164.1192218718265,171.06017500000002
38,53604680.0,175.4115,174.25,176.2575,177.0363,172.3525,1636693200000,150660,172.7788,171.4622490493027,4.5284853948043375,60.1500797284439,2.2466345688597187,178.64213181325016,164.05886818674986,171.3505
39,57594380.0,177.5989,176.85,177.284,179.694,176.2905,1636952400000,160900,173.91664999999998,171.99149913572973,6.858422415170083,61.9141312907731,2.414538749487974,179.3289439982645,163.8667560017355,171.59785
40,44341420.0,177.3643,176.95,177.035,178.825,176.2573,1637038800000,128414,175.0564,172.44999921429974,6.880990113953669,61.184135210272764,2.498708249986066,179.9247028614193,163.7537471385807,171.839225
41,50868600.0,178.2573,178.236,177.45,179.3623,177.2675,1637125200000,149754,175.8814,172.90454474027248,4.875886524822695,62.01353863328692,2.5692831207468316,180.59943175372274,163.74871824627724,172.174075
42,114070760.0,182.6477,178.3175,184.803,185.21,178.05,1637211600000,294574,176.9767,173.9862224911568,6.30025884383089,73.26138589596513,3.1818613457503204,182.88378829830987,162.7696117016901,172.8267
43,98734060.0,186.0351,185.6345,183.8285,188.1073,183.786,1637298000000,255853,177.7646,174.88097499196073,4.477989423101509,70.20044323752795,3.5478031306305127,184.40897579099772,162.94952420900228,173.67925
44,96885600.0,180.712,183.8188,178.6285,185.6728,178.375,1637557200000,278622,178.18255,175.22165908360068,2.3958291535061766,56.26303013338803,3.379264037523768,184.63924619052165,163.9802538094783,174.30974999999998
45,73584920.0,178.4609,179.252,179.002,181.0525,176.3855,1637643600000,179284,178.20159999999998,175.56532643963698,0.10653677196377992,56.9452249202775,3.2385024798188056,185.01761997570478,164.62173002429526,174.81967500000002
46,46560360.0,178.8543,178.1335,179.0205,180.682,176.8425,1637730000000,141672,178.6934,175.8794331269427,2.8247727631711244,56.982152172830034,3.092788980422398,185.35161448658542,165.22733551341454,175.28947499999998
47,59825940.0,177.3054,180.1048,175.228,181.675,175.2075,1637902800000,172840,178.85369999999998,175.82021193358426,0.9232541396688314,47.66942397974385,2.6408449113177994,185.4048994026098,165.4640005973902,175.43445
48,65309040.0,178.4763,177.3822,178.0785,179.8,176.575,1638162000000,176753,179.0358,176.02551084871297,1.0331475256372058,53.95408850716233,2.484052892374706,185.42730290651227,166.38729709348772,175.9073
49,80022140.0,176.1701,178.175,175.3535,179.2885,174.6005,1638248400000,214429,178.84275,175.96441895337543,-1.088930755172489,47.85011646202377,2.115522930041834,184.73385744046055,168.02554255953947,176.3797
50,75139900.0,175.1166,177.25,172.186,177.994,172.08,1638334800000,209917,178.35785,175.62092632125038,-2.7390064111616286,41.749826746645894,1.5500020429713857,183.76414772828295,169.65010227171703,176.707125
51,64721160.0,172.4526,173.0,171.868,174.635,171.1875,1638421200000,179464,177.79964999999999,175.2797512011367,-3.145674837982527,41.16442036376227,1.0638987605888985,183.40881462116485,170.27223537883512,176.84052499999999
52,80711000.0,169.2775,172.75,169.4895,173.4933,166.93,1638507600000,240106,176.2683,174.75336472830608,-8.28639145468418,36.86818504806999,0.4811865164363667,183.8316022117877,169.4133977882123,176.6225
53,68860000.0,170.9361,169.65,171.3685,173.6955,166.9345,1638766800000,198991,175.0223,174.4456497530055,-6.778056721346244,42.16637568338244,0.16905371527485613,183.95596390015265,168.83093609984735,176.39345
54,66410720.0,175.9664,174.6,176.1645,177.4995,173.3345,1638853200000,175765,174.7759,174.60190886636863,-1.379399144033566,53.28488600676053,0.3051655808574196,183.99031636860295,168.96813363139702,176.47922499999999
55,45253660.0,175.9139,176.1505,176.158,177.18,174.7505,1638939600000,135192,174.4915,174.74337169669874,-1.5888090635858942,53.26946416668506,0.407809742429464,183.78152267580737,168.91157732419265,176.34655
56,46061820.0,175.0074,175.75,174.171,176.9695,174.1395,1639026000000,130880,174.00655,174.69133790608976,-2.708907639069272,48.50153655986405,0.32507443035706274,183.780871530534,168.919078469466,176.349975
57,60568120.0,172.0472,175.417,172.212,175.927,170.5,1639112400000,171862,173.70495,174.4659435509907,-1.7211861118086262,44.17062851377983,0.10027526072363457,183.838275140562,168.720374859438,176.279325
58,50127500.0,170.1467,172.0,169.5675,172.1,169.13,1639371600000,175947,172.85385000000002,174.0206305009006,-4.779352925816421,38.953446586552175,-0.2879494478008553,184.0503656931001,167.83928430689986,175.94482499999998
59,55975280.0,167.9661,167.55,169.0915,169.499,166.44,1639458000000,170610,172.22764999999998,173.57252772809144,-3.5710721485456522,38.05450928850777,-0.6268041402596225,184.14121848359636,166.92918151640364,175.5352
60,75794260.0,169.1377,168.598,173.315,173.6,165.195,1639544400000,222566,172.34054999999998,173.54911611644675,0.6556862927299494,49.535783328348714,-0.5482281398753628,183.97828730631474,166.72011269368525,175.3492
61,60876840.0,170.2812,173.3686,168.871,174.166,168.1603,1639630800000,179072,172.04085,173.1238328331334,-1.743780110317212,40.71355233572196,-0.8349252547893968,183.9333459303672,165.90715406963275,174.92024999999998
62,85397160.0,169.1449,167.7105,170.0175,170.8985,165.6136,1639717200000,168582,172.09365,172.8414389392122,0.31152372270849815,43.59325676611935,-0.9585719943398203,182.20116390971418,166.16078609028585,174.18097500000002
63,57372660.0,166.7711,166.85,167.079,167.8743,165.6,1639976400000,193163,171.66469999999998,172.31758085382927,-2.503085456195277,38.29595711523496,-1.278932579522177,180.62296664941894,166.06403335058107,173.3435
64,55955820.0,168.7409,167.8505,170.417,170.7165,165.6475,1640062800000,187166,171.08995,172.1448007762084,-3.262575604051896,46.50129750138687,-1.2490734074625323,179.8930243403473,165.97282565965273,172.932925
65,55035460.0,170.5325,169.2698,171.037,172.05,168.5005,1640149200000,158595,170.57785,172.0440916147349,-2.9070493534213497,47.93029332813675,-1.1619863249945865,178.9503388493224,166.11901115067758,172.534675
66,36761340.0,171.2011,170.428,171.0685,171.975,170.15,1640235600000,120595,170.2676,171.95540146794082,-1.7812953936074274,48.00868949535734,-1.0780008749129024,177.84191051274732,166.4322394872527,172.137075
67,58846820.0,170.4815,171.037,169.6695,172.943,169.2155,1640581200000,198803,170.01335,171.74759224358255,-1.4763779527558996,44.68844835625862,-1.1115165379553105,177.4754833955529,166.24281660444709,171.85915
68,54672560.0,170.7623,170.1825,170.661,172.1759,169.1355,1640667600000,161457,170.12269999999998,171.64881113052957,0.6448759343624256,47.54516893038858,-1.046014376088749,176.34049691861657,166.6360530813834,171.488275
69,35754040.0,169.3769,170.84,169.201,171.212,168.6005,1640754000000,131064,170.13365,171.42628284593596,0.06475783821185396,43.84053426179615,-1.0992418632179408,175.78758580484936,166.57371419515061,171.18064999999999
